#{"t_start": 1777334239.2332623, "env_id": "MountainCarContinuous-v0"}
r,l,t
-19.0,119,341.768994
-18.0,118,342.085711
2.0,98,342.325128
-56.0,156,342.730135
-21.0,121,343.042405
-23.0,123,343.349257
-18.0,118,343.663961
-50.0,150,344.042412
-61.0,161,344.449032
-17.0,117,344.753688
-56.0,156,345.141919
-17.0,117,345.455126
-18.0,118,345.751102
-70.0,171,346.194395
3.0,97,346.455057
-61.0,161,346.880507
-22.0,122,347.195611
-18.0,118,347.516208
-63.0,163,347.96033
-23.0,123,348.278273
-17.0,117,348.593409
-17.0,117,348.892313
-24.0,124,349.233014
-62.0,162,349.65276
-55.0,155,350.050216
-18.0,118,350.370259
-56.0,156,350.78392
-21.0,121,351.093607
-58.0,159,351.499612
-67.0,168,351.91749
-62.0,162,352.309653
-17.0,117,352.595988
-63.0,163,353.025308
-68.0,168,353.456241
-24.0,124,353.765806
-91.0,191,354.255549
-19.0,119,354.576836
5.0,95,354.8217
-27.0,128,355.149977
-59.0,159,355.567875
-20.0,120,355.882546
-70.0,170,356.32145
-25.0,125,356.66234
-24.0,125,356.979443
5.0,95,357.229284
4.0,96,357.486001
-72.0,172,357.942546
-19.0,120,358.256942
-71.0,171,358.706353
-23.0,123,359.027756
-22.0,122,359.364585
-23.0,123,359.682749
-18.0,118,359.999382
-26.0,126,360.376557
-70.0,170,360.893117
-18.0,118,361.22378
-50.0,150,361.619379
-22.0,122,361.958327
-18.0,118,362.259636
-22.0,122,362.601799
-60.0,160,363.032479
-24.0,124,363.362122
-17.0,117,363.682747
-16.0,116,363.992473
-24.0,124,364.343748
-19.0,119,364.667916
-20.0,120,365.001735
-18.0,118,365.316677
-62.0,162,365.781363
-49.0,149,366.166495
-54.0,155,366.609703
-58.0,158,367.057651
-22.0,122,367.408896
-21.0,122,367.746332
-43.0,144,368.133559
-62.0,162,368.564076
-73.0,173,369.031996
-23.0,123,369.35528
-23.0,123,369.673595
-22.0,122,370.011359
-73.0,173,370.46059
-101.0,201,370.99201
-94.0,194,371.556448
-23.0,123,371.893968
-92.0,192,372.399622
-23.0,123,372.721509
-97.0,198,373.282542
-105.0,205,373.860245
-64.0,164,374.301145
-74.0,174,374.78764
-49.0,149,375.186836
-46.0,146,375.541523
-25.0,125,375.88223
-82.0,182,376.381587
-44.0,145,376.744656
-21.0,122,377.070189
-22.0,122,377.374006
-41.0,142,377.732297
-23.0,123,378.025002
-24.0,124,378.33844
-23.0,123,378.631598
-24.0,124,378.926885
-51.0,151,379.303369
-24.0,124,379.62721
-89.0,189,380.09407
-23.0,123,380.40712
-23.0,123,380.69724
-52.0,152,381.07261
-50.0,150,381.445411
-25.0,125,381.764053
-95.0,195,382.236626
-51.0,151,382.595308
-24.0,125,382.905674
-26.0,127,383.261479
-89.0,189,383.728274
-88.0,188,384.154387
-53.0,153,384.572803
-23.0,123,384.892298
-66.0,166,385.315854
-23.0,123,385.626332
-72.0,172,386.080152
-25.0,125,386.40542
-45.0,145,386.755281
-46.0,146,387.155671
-26.0,126,387.458855
-82.0,182,387.897052
-84.0,184,388.359455
-25.0,125,388.661282
-29.0,129,388.948504
-29.0,130,389.227318
-46.0,146,389.582419
-87.0,187,390.03872
-27.0,127,390.357653
-71.0,171,390.745033
-47.0,148,391.08835
-24.0,124,391.369365
-88.0,188,391.801766
-100.0,200,392.251998
-24.0,124,392.530264
-24.0,124,392.81305
-91.0,191,393.256715
-84.0,184,393.691712
-86.0,186,394.134628
-48.0,148,394.477021
-23.0,123,394.765645
-23.0,123,395.056634
-42.0,142,395.367974
-112.0,213,395.838017
-23.0,123,396.121257
-51.0,152,396.446489
-24.0,124,396.707001
-21.0,121,396.988537
-22.0,122,397.264307
-47.0,147,397.619013
-20.0,120,397.905108
-22.0,122,398.186004
-24.0,124,398.479567
-52.0,153,398.83416
-23.0,123,399.110296
-100.0,200,399.583098
-44.0,144,399.913003
-46.0,146,400.23686
-45.0,145,400.578572
-72.0,172,400.998244
-49.0,149,401.3413
-24.0,124,401.644771
-93.0,193,402.075881
-23.0,123,402.365618
-23.0,124,402.647862
-51.0,151,403.018826
-22.0,122,403.287412
-23.0,123,403.589855
-22.0,122,403.85679
-97.0,198,404.295472
-97.0,198,404.764845
-53.0,153,405.099378
-23.0,123,405.374819
-24.0,124,405.655099
-24.0,124,405.958181
-51.0,151,406.302459
-25.0,125,406.583065
-67.0,167,406.975828
-24.0,124,407.269401
-49.0,149,407.591092
-23.0,123,407.873877
-23.0,123,408.143709
-47.0,147,408.468982
-51.0,151,408.810249
-23.0,123,409.12763
-46.0,147,409.459169
-22.0,122,409.728618
-24.0,124,410.011942
-23.0,123,410.284148
-94.0,194,410.762557
-100.0,200,411.278637
-51.0,151,411.655258
-24.0,124,411.945211
-82.0,182,412.387742
-45.0,145,412.730915
-68.0,168,413.153934
-24.0,124,413.456871
-50.0,150,413.842117
-23.0,123,414.139485
-21.0,122,414.501942
-23.0,123,414.830475
-24.0,124,415.196667
-23.0,123,415.545184
-24.0,124,415.87258
-47.0,147,416.267323
-23.0,123,416.533715
-96.0,197,417.013566
-99.0,199,417.505093
-23.0,123,417.811511
-24.0,124,418.123713
-25.0,125,418.436361
-93.0,193,418.994529
-86.0,186,419.479393
-75.0,175,419.926259
-76.0,176,420.389251
-81.0,181,420.852719
-48.0,148,421.207639
-48.0,148,421.596017
-26.0,126,421.912432
-84.0,184,422.369844
-26.0,126,422.68399
-98.0,198,423.163712
-50.0,150,423.528281
-46.0,146,423.870042
-126.0,226,424.395602
-29.0,130,424.731103
-99.0,199,425.222903
-85.0,185,425.670007
-29.0,129,425.981331
-28.0,128,426.294581
-130.0,230,426.860903
-46.0,147,427.222344
-45.0,145,427.570555
-48.0,148,427.964451
-44.0,144,428.321476
-89.0,190,428.786238
-29.0,129,429.109732
-87.0,187,429.616947
-95.0,195,430.12211
-48.0,148,430.49492
-100.0,200,430.99014
-88.0,188,431.471138
-108.0,208,432.00454
-29.0,129,432.325022
-73.0,173,432.763613
-47.0,147,433.114835
-106.0,206,433.625761
-82.0,182,434.072721
-27.0,128,434.383125
-76.0,176,434.821522
-95.0,195,435.29243
-83.0,183,435.740377
-109.0,209,436.292594
-72.0,172,436.769568
-88.0,188,437.229506
-91.0,191,437.711023
-77.0,177,438.151169
-87.0,188,438.615128
-90.0,190,439.070781
-112.0,213,439.582348
-34.0,134,439.921618
-91.0,191,440.3951
-131.0,231,440.973491
-83.0,183,441.416145
-84.0,184,441.870224
-83.0,183,442.33834
-79.0,179,442.791806
-30.0,130,443.11741
-84.0,184,443.551195
-81.0,181,443.991121
-77.0,177,444.432643
-49.0,149,444.830254
-87.0,188,445.297126
-62.0,163,445.672863
-93.0,193,446.142289
-48.0,148,446.513589
-30.0,130,446.823015
-82.0,182,447.281467
-109.0,209,447.802197
-82.0,182,448.253059
-50.0,151,448.629317
-98.0,198,449.09548
-85.0,185,449.547016
-93.0,193,450.028709
-75.0,175,450.43791
-84.0,184,450.874065
-97.0,199,451.374023
-88.0,188,451.844282
-73.0,173,452.272836
-90.0,190,452.740838
-88.0,188,453.204736
-102.0,202,453.687461
-69.0,170,454.099705
-74.0,174,454.525702
-94.0,194,454.990971
-79.0,179,455.427783
-94.0,194,455.887579
-76.0,176,456.315644
-98.0,198,456.808969
-89.0,189,457.259469
-124.0,224,457.813949
-102.0,202,458.313905
-84.0,184,458.779007
-91.0,191,459.253036
-102.0,202,459.763417
-148.0,248,460.368597
-119.0,220,460.908669
-99.0,199,461.406852
-113.0,213,461.971714
-103.0,203,462.462282
-126.0,226,462.99733
-81.0,181,463.46326
-92.0,192,463.92745
-87.0,187,464.373577
-86.0,186,464.815238
-106.0,206,465.314155
-69.0,169,465.729994
-77.0,177,466.157058
-113.0,214,466.672157
-121.0,221,467.237858
-68.0,168,467.651212
-121.0,221,468.203145
-81.0,182,468.670416
-86.0,187,469.175222
-53.0,153,469.546001
-76.0,177,469.988947
-93.0,193,470.480109
-93.0,193,470.972316
-96.0,196,471.4895
-78.0,178,471.939243
-94.0,194,472.477743
-88.0,188,472.995876
-71.0,171,473.446702
-113.0,213,474.038905
-76.0,176,474.539485
-73.0,173,475.003691
-91.0,191,475.51741
-89.0,189,476.025731
-133.0,233,476.645558
-82.0,183,477.146905
-120.0,220,477.729123
-73.0,173,478.207398
-116.0,216,478.789674
-68.0,168,479.238964
-113.0,213,479.793055
-94.0,194,480.325571
-103.0,203,480.862073
-78.0,178,481.332923
-83.0,183,481.831668
-99.0,199,482.392513
-110.0,210,482.95067
-82.0,182,483.433268
-103.0,203,483.983624
-104.0,204,484.545253
-100.0,200,485.092673
-79.0,180,485.573824
-48.0,148,485.98235
-50.0,150,486.389753
-77.0,178,486.857614
-78.0,178,487.338683
-70.0,171,487.816811
-82.0,182,488.289197
-81.0,181,488.792004
-99.0,199,489.324509
-51.0,151,489.728586
-121.0,221,490.303228
-94.0,194,490.836036
-93.0,193,491.350855
-102.0,202,491.894956
-97.0,197,492.431909
-96.0,196,492.948157
-76.0,178,493.413017
-71.0,171,493.868092
-100.0,200,494.394893
-84.0,184,494.877105
-106.0,206,495.406567
-69.0,169,495.866466
-83.0,183,496.341542
-142.0,243,496.999678
-50.0,150,497.409068
-49.0,149,497.788706
-50.0,150,498.194571
-105.0,205,498.746509
-73.0,173,499.194965
-100.0,200,499.735606
-89.0,189,500.255946
-48.0,148,500.636845
-46.0,147,501.041267
-95.0,195,501.558579
-50.0,150,501.977819
-102.0,202,502.519124
-49.0,149,502.923311
-84.0,184,503.397836
-91.0,191,503.903599
-51.0,151,504.293646
-117.0,217,504.90772
-100.0,200,505.44591
-125.0,225,506.035299
-67.0,167,506.48048
-67.0,167,506.898773
-119.0,219,507.48673
-88.0,188,507.97359
-87.0,188,508.483719
-134.0,234,509.111722
-95.0,196,509.651585
-124.0,224,510.260164
-51.0,152,510.668388
-76.0,176,511.143959
-102.0,202,511.68073
-52.0,152,512.101635
-124.0,224,512.703282
-74.0,174,513.164525
-88.0,188,513.651505
-53.0,153,514.05519
-111.0,212,514.61357
-83.0,183,515.097439
-89.0,189,515.58038
-126.0,226,516.180452
-119.0,219,516.763135
-117.0,218,517.330164
-70.0,170,517.778829
-90.0,190,518.284937
-80.0,181,518.775134
-85.0,185,519.26557
-101.0,201,519.797847
-71.0,171,520.249104
-69.0,169,520.692647
-96.0,196,521.232023
-114.0,214,521.808116
-89.0,189,522.301167
-91.0,191,522.824555
-52.0,152,523.226269
-74.0,174,523.68641
-124.0,224,524.273479
-123.0,223,524.847384
-75.0,175,525.307184
-97.0,197,525.814508
-91.0,191,526.305984
-96.0,196,526.839321
-91.0,191,527.334159
-113.0,213,527.880594
-112.0,213,528.461314
-116.0,216,529.048259
-52.0,152,529.458399
-98.0,198,529.990094
-71.0,171,530.437202
-122.0,223,531.033446
-96.0,196,531.546632
-70.0,170,532.012108
-52.0,152,532.429061
-128.0,228,533.030678
-85.0,185,533.514899
-96.0,196,534.02799
-112.0,213,534.589391
-104.0,204,535.157968
-95.0,195,535.670757
-92.0,192,536.194364
-106.0,206,536.740476
-55.0,155,537.141308
-96.0,196,537.665819
-134.0,234,538.276006
-83.0,183,538.767535
-88.0,188,539.25778
-123.0,223,539.85902
-90.0,190,540.368868
-99.0,200,540.902512
-88.0,188,541.414028
-73.0,173,541.864685
-95.0,195,542.411175
-78.0,178,542.881316
-90.0,190,543.39498
-93.0,193,543.902972
-90.0,190,544.395346
-101.0,201,544.930328
-54.0,154,545.328741
-113.0,214,545.895509
-76.0,176,546.363402
-77.0,177,546.822371
-80.0,180,547.276842
-70.0,171,547.744399
-94.0,194,548.249877
-103.0,203,548.789675
-113.0,213,549.379074
-89.0,190,549.88271
-88.0,188,550.375094
-78.0,178,550.842294
-121.0,221,551.434748
-93.0,193,551.947498
-107.0,207,552.501399
-90.0,190,553.01515
-100.0,200,553.546633
-107.0,207,554.086745
-69.0,169,554.530017
-86.0,186,555.017198
-78.0,178,555.48183
-102.0,202,556.009669
-127.0,227,556.617781
-74.0,174,557.081785
-96.0,196,557.587306
-142.0,242,558.218566
-89.0,190,558.730411
-72.0,172,559.194045
-104.0,204,559.741471
-98.0,198,560.280274
-69.0,169,560.730435
-90.0,190,561.240742
-72.0,173,561.690338
-86.0,186,562.201354
-88.0,188,562.696993
-95.0,195,563.212195
-125.0,225,563.82914
-132.0,232,564.444289
-90.0,190,564.944681
-84.0,184,565.429411
-83.0,183,565.9147
-119.0,220,566.513319
-74.0,174,566.958692
-181.0,281,567.702816
-119.0,219,568.272424
-162.0,262,568.961141
-98.0,198,569.471907
-120.0,220,570.061413
-92.0,192,570.575516
-136.0,236,571.189281
-94.0,194,571.72044
-90.0,190,572.207322
-96.0,196,572.736901
-168.0,269,573.484715
-329.0,429,574.646815
-89.0,189,575.161689
-146.0,249,575.864198
-87.0,187,576.431433
-124.0,224,577.040434
-95.0,195,577.575686
-85.0,185,578.094883
-81.0,181,578.575475
-85.0,185,579.083688
-78.0,178,579.573897
-74.0,174,580.041057
-75.0,175,580.470651
-81.0,181,580.974763
-105.0,205,581.52645
-91.0,191,582.031607
-88.0,188,582.521451
-126.0,226,583.111449
-78.0,178,583.593014
-111.0,211,584.143676
-93.0,193,584.653616
-91.0,191,585.156601
-91.0,191,585.663576
-121.0,222,586.25844
-108.0,208,586.799109
-98.0,198,587.305412
-113.0,213,587.882941
-111.0,211,588.432434
-118.0,218,589.024498
-94.0,194,589.542665
-118.0,218,590.149338
-111.0,211,590.739884
-87.0,187,591.269016
-78.0,179,591.834059
-87.0,187,592.416435
-81.0,181,592.934321
-92.0,192,593.49366
-81.0,181,594.065006
-76.0,176,594.659997
-85.0,185,595.415894
-72.0,172,595.919165
-141.0,241,596.603381
-72.0,172,597.088968
-120.0,220,597.789555
-90.0,190,598.331516
-97.0,197,599.02775
-116.0,216,599.758478
-102.0,203,600.349663
-91.0,192,600.892906
-109.0,210,601.626931
-84.0,184,602.167491
-94.0,194,602.695891
-127.0,227,603.305395
-85.0,185,603.80745
-154.0,254,604.612369
-111.0,211,605.193827
-85.0,185,605.831179
-94.0,194,606.331804
-87.0,187,606.813488
-78.0,178,607.279508
-91.0,192,607.79966
-77.0,177,608.304436
-81.0,181,608.766095
-80.0,180,609.241267
-80.0,180,609.707545
-127.0,227,610.315818
-87.0,187,610.832711
-85.0,185,611.334631
-87.0,187,611.854757
-49.0,149,612.270372
-76.0,176,612.753762
-74.0,174,613.239676
-51.0,151,613.658585
-94.0,194,614.177288
-77.0,177,614.643178
-92.0,192,615.177532
-90.0,190,615.707229
-95.0,195,616.256673
-81.0,181,616.77172
-94.0,194,617.298095
-77.0,177,617.831632
-80.0,180,618.370993
-88.0,188,618.924757
-106.0,206,619.483448
-80.0,180,619.963206
-82.0,182,620.452863
-88.0,188,620.980232
-96.0,196,621.505529
-47.0,147,621.902921
-83.0,183,622.38431
-81.0,181,622.875362
-29.0,129,623.216654
-83.0,183,623.716734
-80.0,181,624.21131
-29.0,129,624.585846
-80.0,180,625.066428
-123.0,223,625.665625
-103.0,203,626.227885
-48.0,148,626.61963
-50.0,150,627.035349
-78.0,178,627.509443
-97.0,197,628.042615
-95.0,195,628.55082
-49.0,149,628.956516
-87.0,187,629.46127
-49.0,149,629.85724
-108.0,208,630.40237
-126.0,226,631.016888
-86.0,186,631.5373
-68.0,168,632.069791
-87.0,188,632.61184
-73.0,173,633.070446
-93.0,193,633.602671
-102.0,203,634.182981
-103.0,203,634.728448
-80.0,180,635.250314
-92.0,193,635.879032
-98.0,199,636.44943
-31.0,131,636.821573
-117.0,217,637.45365
-80.0,182,638.031544
-110.0,210,638.65806
-106.0,207,639.223712
-80.0,181,639.719633
-100.0,200,640.250895
-100.0,200,640.774936
-76.0,176,641.249652
-82.0,182,642.065097
-93.0,193,643.091518
-96.0,196,643.704488
-114.0,214,644.313648
-76.0,176,644.816617
-89.0,189,645.328053
-86.0,187,645.851034
-71.0,171,646.334258
-98.0,199,646.912062
-100.0,200,647.509451
-94.0,195,648.099186
-88.0,188,648.796865
-103.0,203,649.344779
-86.0,186,649.860454
-77.0,177,650.513748
-77.0,177,651.324517
-74.0,174,651.913185
-78.0,178,652.401518
-129.0,229,653.03993
-83.0,183,653.53528
-89.0,189,654.064938
-174.0,275,654.848548
-116.0,216,655.43993
-110.0,210,656.019871
-85.0,185,656.507277
-147.0,247,657.177065
-106.0,206,657.719851
-83.0,183,658.213758
-76.0,176,658.68288
-128.0,228,659.302613
-91.0,191,659.818453
-113.0,213,660.372443
-80.0,180,660.868231
-100.0,201,661.413187
-121.0,221,662.0073
-119.0,219,662.617391
-78.0,178,663.101622
-123.0,223,663.704438
-87.0,187,664.199425
-699.0,799,666.364035
-155.0,255,667.047837
-130.0,230,667.664983
-121.0,222,668.263758
-120.0,220,668.843236
-83.0,183,669.322668
-87.0,187,669.813021
-122.0,222,670.422673
-111.0,211,670.974487
-86.0,186,671.479981
-151.0,251,672.130121
-115.0,215,672.710175
-278.0,378,673.74289
-164.0,264,674.450066
-82.0,182,675.001531
-998.0,999,677.785837
-998.0,999,680.598337
-712.0,812,682.882851
-104.0,204,683.458489
-999.0,999,686.406628
-999.0,999,689.158976
-999.0,999,691.93198
-999.0,999,694.702593
-998.0,999,697.395424
-999.0,999,700.151368
-998.0,999,702.941424
-999.0,999,705.73259
-999.0,999,708.526349
-999.0,999,711.254119
-999.0,999,714.020578
-998.0,999,716.9214
-998.0,999,719.862303
-998.0,999,722.581072
-999.0,999,725.272438
-998.0,999,727.957833
-999.0,999,730.702007
-999.0,999,733.374287
-999.0,999,736.178142
-999.0,999,738.903782
-999.0,999,741.59503
-999.0,999,744.266364
-998.0,999,746.989071
-999.0,999,749.719389
-998.0,999,752.441231
-999.0,999,755.17867
-999.0,999,757.920758
-999.0,999,760.746141
-998.0,999,763.561655
-998.0,999,766.345008
-999.0,999,769.14162
-999.0,999,771.853103
-999.0,999,774.611868
-999.0,999,777.365809
-999.0,999,780.128073
-998.0,999,783.000614
-999.0,999,785.755348
-998.0,999,788.402651
-999.0,999,791.116924
-999.0,999,793.785761
-999.0,999,796.446828
-999.0,999,799.142881
-999.0,999,801.851563
-998.0,999,804.741847
-995.0,999,807.644746
-998.0,999,810.483776
-998.0,999,813.332462
-999.0,999,816.13146
-999.0,999,819.000822
-999.0,999,822.031619
-998.0,999,824.963351
-999.0,999,827.747617
-999.0,999,830.497903
-997.0,999,833.301891
-251.0,351,834.297341
-999.0,999,837.083512
-999.0,999,839.878154
-778.0,878,842.255793
-192.0,292,843.05904
-171.0,271,843.798815
-201.0,301,844.60906
-998.0,999,847.367645
-388.0,489,848.740937
-217.0,317,849.658788
-185.0,285,850.449344
-190.0,291,851.235873
-142.0,242,851.89338
-197.0,297,852.691518
-117.0,217,853.280097
-214.0,314,854.162471
-184.0,284,854.93015
-119.0,219,855.538247
-168.0,268,856.293719
-169.0,269,857.041302
-189.0,289,857.843906
-185.0,285,858.754312
-210.0,310,859.680966
-164.0,264,860.440639
-199.0,299,861.317434
-596.0,696,863.291358
-998.0,999,866.327145
-999.0,999,869.289601
-281.0,381,870.38961
-999.0,999,873.15395
-999.0,999,875.90813
-190.0,290,876.72294
-998.0,999,879.512356
-260.0,361,880.505598
-200.0,300,881.334632
-183.0,283,882.127462
-195.0,296,882.935166
-170.0,270,883.677344
-171.0,271,884.398509
-162.0,263,885.121128
-269.0,369,886.129494
-206.0,306,886.980884
-152.0,252,887.6618
-176.0,276,888.427377
-146.0,246,889.109
-117.0,217,889.729604
-118.0,218,890.324184
-115.0,216,890.912639
-177.0,277,891.665361
-180.0,280,892.434984
-129.0,229,893.178893
-189.0,289,894.034919
-171.0,271,894.805994
-162.0,263,895.546352
-120.0,220,896.133306
-169.0,269,896.895525
-192.0,292,897.707776
-181.0,281,898.490151
-117.0,217,899.090006
-204.0,304,899.919382
-143.0,243,900.580775
-119.0,219,901.199973
-160.0,260,901.904656
-197.0,297,902.719685
-112.0,212,903.307274
-207.0,307,904.138664
-153.0,253,904.837327
-139.0,239,905.497435
-147.0,247,906.157324
-119.0,219,906.768721
-183.0,283,907.532725
-170.0,270,908.275204
-115.0,215,908.863289
-113.0,213,909.438194
-148.0,248,910.106577
-120.0,220,910.716794
-173.0,273,911.460434
-133.0,234,912.095723
-193.0,293,912.903143
-171.0,272,913.643754
-145.0,245,914.333892
-168.0,268,915.061784
-116.0,216,915.653355
-118.0,218,916.250414
-143.0,243,917.103327
-193.0,294,917.939536
-165.0,265,918.770455
-117.0,217,919.378108
-176.0,277,920.12781
-141.0,241,920.788438
-172.0,272,921.546885
-146.0,246,922.235519
-112.0,212,922.841675
-175.0,275,923.597589
-135.0,235,924.245434
-185.0,285,925.078609
-110.0,210,925.651036
-135.0,235,926.307249
-187.0,287,927.098187
-169.0,269,927.828805
-146.0,246,928.516143
-113.0,213,929.109944
-113.0,213,929.683759
-119.0,219,930.289403
-185.0,285,931.062154
-114.0,214,931.645338
-143.0,244,932.311726
-114.0,214,932.905979
-143.0,243,933.585802
-110.0,211,934.159841
-110.0,210,934.725258
-109.0,209,935.294851
-167.0,267,936.035794
-189.0,289,936.841656
-111.0,211,937.415789
-132.0,232,938.047475
-166.0,266,938.776414
-114.0,214,939.369011
-137.0,237,940.047085
-194.0,294,940.998662
-119.0,219,941.620944
-173.0,273,942.375561
-116.0,216,942.973427
-199.0,299,943.783914
-176.0,276,944.557629
-116.0,216,945.159379
-201.0,301,945.989745
-138.0,238,946.627703
-156.0,256,947.35911
-226.0,326,948.259339
-155.0,256,948.96779
-145.0,245,949.645474
-112.0,212,950.221096
-115.0,215,950.81463
-170.0,271,951.5664
-169.0,269,952.308764
-115.0,215,952.881293
-157.0,257,953.599502
-119.0,219,954.194632
-142.0,242,954.879413
-112.0,212,955.485143
-118.0,219,956.074889
-116.0,216,956.661497
-197.0,297,957.466765
-196.0,296,958.274796
-118.0,219,958.881057
-194.0,294,959.674376
-114.0,214,960.270257
-182.0,283,961.036719
-181.0,281,961.818265
-187.0,287,962.593594
-109.0,209,963.189803
-117.0,217,963.781611
-120.0,220,964.380023
-113.0,213,964.985374
-130.0,230,965.622779
-155.0,255,966.323746
-150.0,250,967.038289
-166.0,266,967.788181
-159.0,259,968.511656
-190.0,290,969.333946
-133.0,233,969.964974
-130.0,230,970.569289
-138.0,238,971.231923
-145.0,245,971.917141
-177.0,278,972.690015
-133.0,233,973.345177
-137.0,237,973.98972
-192.0,292,974.840316
-148.0,248,975.536873
-116.0,216,976.150314
-155.0,255,976.876135
-133.0,234,977.527653
-116.0,216,978.132677
-186.0,286,979.002718
-120.0,220,979.625758
-135.0,236,980.30582
-138.0,238,981.016199
-137.0,237,981.818406
-147.0,247,982.544629
-118.0,218,983.166185
-111.0,211,983.778791
-182.0,282,984.551994
-118.0,218,985.178178
-172.0,272,985.940671
-109.0,210,986.508215
-107.0,207,987.088537
-186.0,287,987.883503
-149.0,249,988.563313
-110.0,210,989.137893
-149.0,249,989.831108
-103.0,204,990.372967
-108.0,208,990.943398
-183.0,284,991.734298
-104.0,204,992.283494
-111.0,211,992.85618
-181.0,282,993.634752
-115.0,215,994.224915
-107.0,207,994.776911
-169.0,269,995.524605
-104.0,204,996.093527
-140.0,240,996.746509
-112.0,212,997.310707
-158.0,259,998.011189
-134.0,234,998.661325
-159.0,259,999.367587
-142.0,242,1000.051185
-118.0,218,1000.710305
-101.0,201,1001.278507
-118.0,218,1001.916697
-145.0,245,1002.624382
-98.0,199,1003.204978
-113.0,213,1003.870559
-164.0,264,1004.665651
-123.0,223,1005.307436
-99.0,200,1005.877038
-119.0,220,1006.485129
-123.0,223,1007.097303
-170.0,270,1007.850352
-143.0,243,1008.521852
-124.0,224,1009.146703
-102.0,202,1009.726574
-112.0,212,1010.298974
-147.0,249,1010.980282
-119.0,219,1011.602877
-152.0,252,1012.28596
-147.0,247,1012.983147
-114.0,214,1013.608859
-109.0,209,1014.183927
-164.0,264,1014.931337
-182.0,283,1015.710474
-182.0,282,1016.496975
-115.0,215,1017.072535
-117.0,218,1017.677985
-155.0,255,1018.385341
-182.0,283,1019.151474
-137.0,237,1019.806736
-188.0,288,1020.65097
-146.0,246,1021.308728
-118.0,218,1021.917587
-117.0,217,1022.531336
-150.0,250,1023.217739
-150.0,250,1023.973481
-110.0,210,1024.585324
-109.0,209,1025.21094
-108.0,208,1025.811638
-109.0,209,1026.414613
-113.0,214,1027.041051
-143.0,243,1027.74652
-111.0,212,1028.361339
-175.0,275,1029.138997
-119.0,219,1029.753701
-120.0,220,1030.363491
-200.0,300,1031.182776
-112.0,212,1031.774702
-191.0,291,1032.562741
-117.0,218,1033.16815
-147.0,247,1033.857445
-204.0,304,1034.691885
-138.0,238,1035.36337
-117.0,217,1035.952769
-109.0,209,1036.520828
-110.0,210,1037.090279
-171.0,271,1037.829875
-111.0,211,1038.423501
-118.0,219,1039.01785
-109.0,210,1039.584387
-112.0,212,1040.202626
-193.0,293,1041.013016
-114.0,214,1041.629326
-111.0,211,1042.302112
-147.0,247,1042.991393
-109.0,209,1043.604009
-112.0,212,1044.248648
-168.0,268,1045.024344
-130.0,230,1045.690985
-193.0,293,1046.497582
-156.0,256,1047.206411
-155.0,256,1047.902719
-172.0,272,1048.647313
-145.0,245,1049.309547
-132.0,232,1049.9466
-118.0,218,1050.565222
-180.0,281,1051.352622
-187.0,287,1052.144681
-154.0,254,1052.831833
-183.0,283,1053.634646
-117.0,217,1054.23598
-167.0,268,1054.976769
-117.0,217,1055.630532
-128.0,229,1056.252767
-178.0,278,1057.04529
-125.0,225,1057.695908
-150.0,250,1058.421165
-219.0,319,1059.292951
-134.0,234,1059.928127
-133.0,234,1060.584611
-144.0,244,1061.238079
-150.0,250,1061.938733
-122.0,222,1062.616409
-166.0,267,1063.417228
-112.0,212,1064.096464
-148.0,248,1064.812833
-195.0,295,1065.634437
-102.0,203,1066.2648
-114.0,214,1066.950064
-108.0,208,1067.556213
-128.0,228,1068.211928
-114.0,214,1068.80228
-123.0,223,1069.436876
-83.0,184,1069.956096
-145.0,245,1070.694947
-117.0,217,1071.300332
-111.0,211,1071.886296
-83.0,183,1072.408304
-128.0,229,1073.04503
-147.0,248,1073.72629
-110.0,210,1074.296165
-111.0,211,1074.894578
-125.0,225,1075.537632
-130.0,230,1076.165253
-127.0,227,1076.800047
-127.0,228,1077.419722
-129.0,229,1078.054239
-82.0,182,1078.557918
-138.0,239,1079.193755
-102.0,202,1079.761353
-101.0,201,1080.306824
-104.0,205,1080.863077
-108.0,209,1081.452776
-99.0,199,1081.976341
-105.0,205,1082.543798
-169.0,269,1083.286586
-152.0,252,1083.978067
-86.0,186,1084.493863
-123.0,223,1085.103953
-107.0,207,1085.719725
-117.0,217,1086.325293
-109.0,209,1086.891588
-112.0,212,1087.48299
-118.0,218,1088.096505
-126.0,226,1088.709127
-106.0,206,1089.291242
-152.0,252,1089.999389
-125.0,225,1090.615177
-121.0,221,1091.207482
-106.0,206,1091.788969
-120.0,221,1092.416373
-112.0,212,1093.004819
-165.0,265,1093.751232
-115.0,215,1094.379129
-115.0,215,1095.003789
-174.0,274,1095.768577
-104.0,204,1096.37943
-176.0,276,1097.135949
-107.0,207,1097.71637
-135.0,235,1098.380876
-117.0,217,1098.999316
-105.0,205,1099.564439
-144.0,245,1100.268609
-141.0,241,1100.940389
-107.0,207,1101.526873
-176.0,276,1102.302237
-122.0,222,1102.901472
-117.0,217,1103.507608
-123.0,223,1104.197517
-115.0,216,1104.989896
-112.0,212,1105.629493
-192.0,295,1106.520281
-124.0,224,1107.135616
-145.0,245,1107.804469
-142.0,242,1108.48804
-127.0,227,1109.114413
-130.0,230,1109.769338
-127.0,227,1110.401432
-147.0,247,1111.076013
-116.0,216,1111.666308
-99.0,199,1112.213655
-106.0,206,1112.786215
